territory,year,company_total,company_individual,company_society,company_density,company_nr_cae_a,company_nr_cae_b,company_nr_cae_c,company_nr_cae_d,company_nr_cae_e,company_nr_cae_f,company_nr_cae_g,company_nr_cae_h,company_nr_cae_i,company_nr_cae_j,company_nr_cae_l,company_nr_cae_m,company_nr_cae_n,company_nr_cae_p,company_nr_cae_q,company_nr_cae_r,company_nr_cae_s,company_nr_employee_[<10],company_nr_employee_[10-19],company_nr_employee_[20-49],company_nr_employee_[50-249],company_nr_employee_[>249],company_employee_nr_cae_a,company_employee_nr_cae_b,company_employee_nr_cae_c,company_employee_nr_cae_d,company_employee_nr_cae_e,company_employee_nr_cae_f,company_employee_nr_cae_g,company_employee_nr_cae_h,company_employee_nr_cae_i,company_employee_nr_cae_j,company_employee_nr_cae_l,company_employee_nr_cae_m,company_employee_nr_cae_n,company_employee_nr_cae_p,company_employee_nr_cae_q,company_employee_nr_cae_r,company_employee_nr_cae_s,company_employee_nr_total,company_gva_cae_a,company_gva_cae_b,company_gva_cae_c,company_gva_cae_d,company_gva_cae_e,company_gva_cae_f,company_gva_cae_g,company_gva_cae_h,company_gva_cae_i,company_gva_cae_j,company_gva_cae_l,company_gva_cae_m,company_gva_cae_n,company_gva_cae_p,company_gva_cae_q,company_gva_cae_r,company_gva_cae_s,company_gva_total,company_births_af,company_births_ice,company_births_s,company_births_total
Vila Viçosa,2019,899,602,297,4.6,103,29,63,1,1,51,165,20,83,6,11,74,136,25,69,18,44,859,28,8,4,0,161,244,653,0,0,118,387,0,148,9,20,106,136,32,92,21,57,2277,288,5946,17071,0,0,1007,7694,0,2109,85,239,1536,631,166,1120,99,863,40542,7,12,91,110
Vila Viçosa,2020,875,577,298,4.5,105,28,64,1,1,52,171,19,84,4,12,77,108,22,63,20,44,839,27,6,3,0,144,209,555,0,0,125,404,0,150,8,19,122,108,29,84,23,52,2106,715,5119,12578,0,0,1110,7402,0,1476,326,248,1610,526,143,979,-2035,379,32063,10,10,71,91
Vila Viçosa,2021,895,600,295,4.6,114,27,56,1,1,54,161,19,76,7,12,89,123,23,67,20,45,859,28,5,3,0,145,173,0,0,0,129,390,55,145,11,20,140,123,29,102,23,52,2038,524,4447,0,0,0,1731,7228,1362,2463,381,339,1740,546,147,1343,491,343,36369,9,6,85,100
Vila Viçosa,2022,917,616,301,4.7,117,25,53,1,1,58,167,20,80,8,14,93,110,31,72,20,47,884,23,7,3,0,0,165,467,0,0,137,395,52,162,14,21,150,110,37,113,22,51,2048,0,8936,14810,0,0,1708,8038,1271,2976,468,-237,2168,569,285,1632,138,346,44505,11,11,97,119
Vila Viçosa,2023,916,601,315,4.7,110,28,51,1,1,59,161,21,79,10,18,96,110,33,65,21,52,881,24,7,4,0,0,170,493,0,0,139,406,50,160,16,24,148,110,38,99,23,57,2084,0,18087,16170,0,0,2149,8484,870,2503,500,898,2734,553,202,1483,127,434,56613,10,13,87,110
Vila Viçosa,2024,917,607,310,4.7,110,25,54,1,1,59,167,19,81,11,19,85,102,39,71,22,51,885,21,8,3,0,160,163,458,0,0,0,390,44,156,18,26,139,102,44,104,22,55,2028,1330,23846,15382,0,0,0,8834,1017,2472,540,-152,3184,526,275,1025,145,512,62095,8,13,97,118
Vila da Praia da Vitória,2016,2370,2085,285,14.7,845,1,80,3,4,128,309,56,160,10,9,117,279,81,107,57,124,2317,32,16,5,0,967,0,370,8,0,439,847,102,350,10,19,159,310,91,135,65,160,4134,8551,0,4109,688,0,5183,14866,2187,3902,85,358,2358,2381,442,1580,286,876,50422,66,38,235,339
Vila da Praia da Vitória,2017,2346,2057,289,14.5,811,1,96,2,3,127,296,55,159,8,13,126,294,67,113,55,120,2291,31,19,5,0,909,0,430,0,90,504,875,0,343,8,23,177,330,75,152,67,146,4253,9207,0,4974,0,1759,6274,15093,0,4848,82,347,2472,2687,395,1785,347,825,54226,53,43,213,309
Vila da Praia da Vitória,2018,2406,2095,311,14.9,843,0,98,3,4,123,291,56,180,16,15,135,271,71,111,66,123,2346,34,22,4,0,964,0,417,9,94,508,926,106,396,40,25,177,318,73,157,74,146,4430,9365,0,5270,1036,2221,7441,17692,2367,5588,306,455,2809,2378,378,2074,358,846,60582,76,33,219,328
Vila da Praia da Vitória,2019,2384,2042,342,14.8,785,0,98,3,5,140,291,58,193,18,13,132,281,69,117,56,125,2313,44,24,3,0,924,0,423,9,100,586,958,112,472,90,22,196,0,0,161,65,160,4676,9434,0,5280,1220,2259,8954,17752,2412,5750,2070,548,2917,0,0,2257,438,920,65673,38,39,222,299
Vila da Praia da Vitória,2020,2336,1984,352,14.5,752,0,97,4,5,141,281,58,178,24,14,140,269,61,124,62,126,2267,38,26,5,0,888,0,429,10,96,610,941,115,422,137,28,202,310,68,167,71,157,4651,9587,0,6346,851,2147,11000,19310,1958,3623,4054,637,3072,2477,221,2337,310,783,68714,31,38,203,272
Vila da Praia da Vitória,2021,2424,2057,367,15.0,765,0,106,4,4,142,275,43,175,26,16,146,320,71,142,66,123,2347,44,27,6,0,872,0,452,11,98,681,965,109,457,152,31,209,364,80,194,75,145,4895,7158,0,7271,973,2366,10168,22148,2838,6314,5018,991,3233,3221,319,2912,390,632,75951,47,35,250,332
Vila da Praia da Vitória,2022,2512,2114,398,15.6,749,0,105,4,4,152,289,49,197,28,23,148,337,73,150,78,126,2429,47,29,7,0,874,0,464,11,110,725,1040,0,525,138,36,211,0,82,203,93,149,5310,8827,0,6698,865,2529,13974,24262,0,9192,4206,687,3360,0,380,2702,576,652,86697,50,33,261,344
Vila da Praia da Vitória,2023,2582,2167,415,16.0,749,0,108,3,3,156,292,49,209,28,28,157,359,71,156,78,136,2487,59,31,5,0,866,0,494,0,102,601,1147,120,577,110,48,215,0,84,207,93,158,5282,10477,0,9658,0,2444,12156,27380,3356,10955,4390,895,3624,0,354,3380,702,1010,98189,65,27,259,351
Vila da Praia da Vitória,2024,2629,2199,430,16.3,751,0,102,2,3,155,304,46,222,30,31,162,351,69,168,91,142,2542,54,28,5,0,898,0,474,0,93,608,1179,104,602,104,47,227,0,81,218,112,163,5327,10305,0,10123,0,3246,18292,28583,3042,9933,2705,1144,3869,0,415,3800,792,1039,105427,50,27,234,311
Vila de Rei,2016,341,209,132,1.8,44,0,35,3,0,62,62,19,33,0,9,14,28,9,11,4,8,332,6,3,0,0,63,0,140,3,0,119,117,41,74,0,11,23,34,9,32,4,8,678,722,0,2276,4,0,4007,1516,727,1120,0,434,182,176,44,348,7,69,11632,11,17,39,67
Vila de Rei,2017,356,223,133,1.9,45,0,32,4,0,64,61,24,25,1,10,13,35,15,15,6,6,347,4,4,1,0,60,0,0,4,0,147,123,43,69,0,12,18,36,15,37,13,6,794,814,0,0,5,0,2719,1627,803,1007,0,131,187,162,73,375,-61,45,10256,10,10,37,57
Vila de Rei,2018,352,209,143,1.8,43,0,33,5,0,64,54,25,29,1,11,14,35,14,12,4,8,342,7,3,0,0,55,0,0,5,0,127,120,45,80,0,15,20,35,14,36,9,8,716,771,0,0,4,0,1713,2104,790,1137,0,1137,147,221,85,390,34,63,11191,9,12,29,50
Vila de Rei,2019,379,221,158,2.0,47,1,36,5,0,59,61,29,32,0,14,14,37,15,16,4,9,369,6,3,1,0,0,0,221,5,0,122,129,50,85,0,20,21,39,15,44,9,9,831,0,0,2885,8,0,1799,1861,849,2008,0,1234,52,259,87,490,38,73,12396,7,13,42,62
Vila de Rei,2020,385,217,168,2.0,41,1,30,7,0,63,61,28,32,0,18,17,43,13,17,7,7,372,10,3,0,0,56,0,0,7,0,136,140,51,87,0,28,26,45,13,41,13,8,775,888,0,0,11,0,2614,1861,900,550,0,1138,153,243,50,401,75,39,10758,4,5,41,50
Vila de Rei,2021,401,220,181,2.1,44,1,29,6,0,66,61,31,29,1,22,23,42,13,20,6,7,391,7,3,0,0,60,0,0,6,0,127,127,64,89,0,32,31,44,13,42,9,8,776,855,0,0,16,0,2178,1861,1085,565,0,780,184,306,70,415,11,39,10488,11,3,40,54
Vila de Rei,2022,428,240,188,2.2,39,0,32,5,0,67,63,35,35,1,27,27,47,12,24,8,6,418,6,4,0,0,0,0,124,5,0,135,126,66,93,0,38,35,53,13,46,9,6,806,0,0,2164,14,0,2886,2147,1263,2023,0,1071,265,523,102,450,36,46,14074,5,10,56,71
Vila de Rei,2023,436,249,187,2.3,40,1,31,3,0,64,65,29,42,1,25,29,52,14,23,8,9,425,7,4,0,0,58,0,0,3,0,147,140,56,105,0,36,40,60,15,45,16,9,857,1082,0,0,4,0,3401,2925,1235,1580,0,1203,386,669,124,533,124,50,15390,6,2,49,57
Vila de Rei,2024,451,252,199,2.4,44,0,32,3,0,63,60,28,45,3,27,32,53,16,25,10,10,439,8,4,0,0,64,0,118,3,0,148,139,60,117,12,37,42,63,20,47,16,10,896,1159,0,2610,15,0,3703,2800,1471,2361,161,1551,1248,805,231,506,244,60,18926,9,8,35,52
Vila do Bispo,2016,892,644,248,5.0,117,0,25,2,0,49,103,7,303,6,39,28,112,15,12,39,35,860,21,7,4,0,184,0,51,0,0,279,310,22,1024,0,70,38,182,25,12,159,43,2411,1917,0,796,0,0,7124,5148,333,23033,0,1637,812,2005,217,90,2248,354,52218,9,7,96,112
Vila do Bispo,2017,946,694,252,5.3,113,0,26,2,0,55,100,7,337,6,36,35,123,15,13,39,39,908,28,6,4,0,189,0,0,0,0,271,331,23,1218,7,61,50,208,26,13,148,50,2658,2462,0,0,0,0,6087,5523,329,29097,117,1284,1014,2371,240,128,2395,464,58861,6,9,113,128
Vila do Bispo,2018,1009,744,265,5.6,112,0,24,2,0,62,99,8,369,8,38,33,124,19,18,50,43,966,31,8,4,0,182,0,55,0,0,285,319,27,1376,9,0,57,211,30,18,171,58,2866,1463,0,879,0,0,6374,5769,439,32058,-13,0,1282,2196,365,108,2633,514,62044,11,10,126,147
Vila do Bispo,2019,1032,760,272,5.8,106,0,22,2,0,63,101,11,382,8,43,35,129,21,16,50,43,986,32,7,7,0,0,0,57,0,0,279,354,30,1361,9,79,62,216,31,21,168,67,2932,0,0,1106,0,0,5892,6775,463,34357,143,1454,878,2079,303,103,2747,590,66190,6,8,119,133
Vila do Bispo,2020,982,709,273,5.5,109,0,23,2,0,65,96,11,347,10,41,36,122,20,15,44,41,949,22,7,4,0,0,0,48,0,0,99,340,26,1307,10,70,56,182,40,15,71,46,2507,0,0,1157,0,0,1174,5679,201,16715,136,502,943,1697,218,51,589,382,36674,6,7,76,89
Vila do Bispo,2021,1033,755,278,5.8,115,0,24,2,0,66,102,11,377,10,35,37,130,19,17,47,41,999,18,12,4,0,0,0,56,0,0,100,343,29,1293,11,59,60,184,64,17,77,47,2568,0,0,1150,0,0,1272,7009,351,26589,101,1566,1190,1926,2558,73,886,396,54683,14,12,91,117
Vila do Bispo,2022,1239,963,276,6.9,114,0,27,6,0,66,107,13,503,17,47,50,159,27,16,44,43,1198,24,11,6,0,209,0,63,10,0,106,371,31,1504,18,71,73,223,114,16,84,48,2941,3427,0,2001,4832,0,1191,8803,718,60434,317,2056,1740,2657,3995,91,1387,451,94098,9,14,205,228
Vila do Bispo,2023,1388,1085,303,7.8,115,0,34,4,0,71,113,14,583,20,46,63,163,36,24,56,46,1336,34,11,6,1,204,0,74,8,0,111,383,31,1861,21,73,88,225,169,24,178,51,3501,3634,0,1815,4452,0,1612,9613,725,47993,598,1698,2081,2792,4486,143,3399,510,85550,10,23,237,270
Vila do Bispo,2024,1506,1184,322,8.4,116,0,36,5,0,83,116,16,616,24,51,78,186,38,31,57,53,1445,41,13,6,1,200,0,72,13,0,132,402,37,1978,25,82,124,254,191,32,171,57,3770,2918,0,1966,4177,0,1794,9276,676,50901,760,1740,2337,3127,8448,319,3056,655,92149,9,23,179,211
Vila do Conde,2016,8104,5327,2777,54.4,713,1,581,21,10,591,1926,106,649,78,232,713,729,470,636,193,455,7677,233,134,55,5,2537,0,8179,22,0,2522,5791,1477,1470,220,325,1058,979,598,880,275,608,27071,25524,0,198174,143,0,43954,110912,39565,14666,4836,15743,15141,7439,2688,12712,3306,2597,504680,42,129,932,1103
Vila do Conde,2017,8379,5548,2831,56.2,704,1,583,21,12,605,1932,117,676,82,260,745,785,466,691,218,481,7945,243,131,55,5,0,0,8485,22,129,2402,5886,1552,1590,213,373,1134,1010,583,946,309,632,27761,0,0,218223,130,8855,44809,121047,41870,18722,4913,20538,16463,9146,3041,13352,-4828,2339,544444,49,112,985,1146
Vila do Conde,2018,8542,5583,2959,57.3,693,1,569,22,11,655,1936,128,699,91,287,775,770,481,698,241,485,8103,247,132,53,7,2398,0,8317,23,0,2531,5832,1709,1722,226,419,1166,1099,621,959,330,641,28132,30230,0,214070,147,0,51213,112989,42905,21071,3964,9760,19088,10594,3085,14703,3964,3526,551204,40,129,965,1134
Vila do Conde,2019,8892,5734,3158,59.7,679,1,577,23,13,684,1995,149,717,106,318,811,809,468,753,261,528,8453,252,125,55,7,2418,0,8424,24,140,2640,5956,1805,1924,237,464,1260,1065,0,1053,377,643,29047,30131,0,219906,117,10424,49786,118410,49431,23994,4707,17284,21152,9040,0,16206,5936,3928,583849,28,143,1093,1264
Vila do Conde,2020,8939,5668,3271,60.0,682,1,567,23,10,718,1999,169,682,108,336,833,809,445,776,246,535,8534,227,120,51,7,1899,0,7861,24,0,2745,5932,1951,1878,234,479,1303,1148,594,1391,358,660,28596,29856,0,215535,-17,0,42769,119291,56051,16324,5113,19888,21115,11961,2520,20587,5789,3804,581913,36,126,915,1077
Vila do Conde,2021,9219,5816,3403,61.9,671,0,588,21,9,754,2003,186,654,131,376,885,860,468,830,242,541,8774,251,132,54,8,2040,0,8751,22,144,2817,5859,2054,1771,278,552,1348,1311,612,1451,365,648,30023,34527,0,254348,2600,11690,45675,135092,72925,18274,5826,16158,23879,16644,3421,20476,5479,3998,671012,34,122,1025,1181
Vila do Conde,2022,9837,6273,3564,66.0,679,0,598,33,9,809,2021,195,695,157,408,943,1015,517,902,278,578,9364,264,139,63,7,2296,0,8910,34,151,2936,6016,2129,1961,338,584,1517,1503,671,1540,423,691,31700,45711,0,288470,2574,12601,57323,151728,83501,29358,8651,13767,31969,20626,4216,22007,4684,5337,782522,32,157,1217,1406
Vila do Conde,2023,10265,6571,3694,68.9,663,0,613,32,10,826,1979,251,724,173,416,998,1239,524,936,289,592,9777,293,123,61,11,2104,0,8956,34,163,2905,6207,2219,2128,332,605,1626,1823,690,1642,455,715,32604,57416,0,334447,-1954,12674,68905,170355,77499,37404,9395,26835,30833,25549,4430,26716,8567,6126,895196,34,133,1297,1464
Vila do Conde,2024,10630,6759,3871,71.3,654,0,611,28,10,871,1984,305,729,183,452,1021,1254,565,983,327,653,10125,289,144,60,12,2145,0,9165,30,160,3142,6409,2267,2301,401,681,1688,2138,727,1714,507,788,34263,54933,0,362445,10,13731,82163,185268,76691,40980,10268,25683,41043,28806,5511,32710,9375,7420,977036,40,142,1218,1400
Vila do Porto,2016,686,531,155,7.1,224,1,26,0,0,48,79,19,56,4,5,36,111,20,26,14,17,672,9,5,0,0,263,0,58,0,0,135,273,37,143,8,5,0,121,20,28,19,20,1172,1121,0,605,0,0,1802,3853,399,1770,1,30,0,722,55,332,134,141,11454,16,10,57,83
Vila do Porto,2017,703,542,161,7.3,222,1,26,0,0,52,73,18,67,3,5,37,124,19,26,13,17,687,10,6,0,0,276,0,53,0,0,148,276,0,160,6,5,46,130,19,28,0,18,1218,1370,0,606,0,0,1781,3900,0,2092,20,29,586,668,52,289,0,135,12188,17,13,59,89
Vila do Porto,2018,794,632,162,8.2,247,1,30,0,0,53,76,21,72,5,4,36,159,23,31,15,21,778,10,5,1,0,355,0,57,0,0,145,274,42,175,0,4,44,165,24,33,18,22,1367,2187,0,617,0,0,2076,4071,731,2582,0,14,503,774,52,299,157,133,14207,29,15,100,144
Vila do Porto,2019,788,621,167,8.1,244,0,28,0,0,49,77,22,79,7,4,33,159,17,32,15,22,773,10,4,1,0,393,0,0,0,0,129,284,46,180,9,4,40,0,17,36,19,24,1398,1728,0,0,0,0,1821,4145,767,2537,63,35,594,0,28,315,219,173,13898,21,4,61,86
Vila do Porto,2020,754,588,166,7.8,244,1,29,0,0,55,71,19,70,5,3,31,146,13,29,16,22,736,11,7,0,0,0,0,52,0,0,142,286,44,156,7,3,37,173,13,33,21,24,1301,0,0,686,0,0,2208,4246,716,1522,106,47,522,1248,18,293,119,154,13310,14,10,37,61
Vila do Porto,2021,776,609,167,8.0,249,0,29,0,0,59,75,19,76,7,3,33,134,19,30,20,23,755,15,6,0,0,296,0,60,0,0,147,295,48,157,9,3,43,162,19,34,25,30,1328,1419,0,564,0,0,2869,4993,1075,2301,81,16,537,1357,31,330,197,103,15873,14,10,50,74
Vila do Porto,2022,821,645,176,8.5,260,0,31,0,0,63,77,20,78,8,6,36,140,23,35,18,26,800,14,7,0,0,301,0,0,0,0,161,297,0,169,10,7,45,0,23,40,23,33,1397,1536,0,0,0,0,3103,4728,0,2612,171,-48,737,0,71,355,153,131,17445,21,10,65,96
Vila do Porto,2023,807,625,182,8.3,245,0,31,1,0,64,78,25,77,9,6,34,137,22,33,20,25,788,10,8,1,0,284,0,53,0,0,166,300,134,152,11,7,44,0,22,42,0,29,1441,1609,0,652,0,0,4064,4687,4670,2810,189,137,792,0,84,408,0,242,22348,15,8,65,88
Vila do Porto,2024,841,651,190,8.7,260,0,40,1,0,60,76,24,88,12,9,40,125,22,33,24,27,822,10,8,1,0,300,0,62,0,0,169,296,194,176,14,9,51,0,22,0,29,32,1550,1670,0,707,0,0,3774,5759,7226,3523,320,232,813,0,108,0,590,245,27033,19,13,63,95
Vimioso,2016,629,508,121,1.3,309,0,39,0,0,49,104,13,37,0,1,16,14,8,22,3,14,628,0,1,0,0,319,0,102,0,0,78,152,0,51,0,0,21,14,8,23,3,19,813,754,0,1548,0,0,762,2014,0,498,0,0,124,126,22,163,9,161,6509,40,7,19,66
Vimioso,2017,588,467,121,1.2,260,0,42,0,0,49,101,13,37,1,2,19,19,8,20,4,13,587,0,1,0,0,273,0,117,0,0,79,157,0,56,0,0,22,22,8,20,4,17,802,669,0,1776,0,0,557,1532,0,535,0,0,122,141,22,137,12,257,6147,24,10,27,61
Vimioso,2018,666,548,118,1.4,284,0,42,2,0,62,123,13,43,1,3,20,25,10,17,5,16,665,0,1,0,0,0,0,114,0,0,94,185,24,60,0,3,23,27,10,17,0,20,879,0,0,1717,0,0,767,2001,470,692,0,5,135,184,33,115,0,188,7168,43,26,60,129
Vimioso,2019,685,555,130,1.4,306,0,41,2,0,60,125,13,42,1,5,24,24,7,16,4,15,682,2,1,0,0,0,0,110,0,0,100,188,26,62,0,5,27,27,7,18,4,21,915,0,0,1720,0,0,1090,1966,469,665,0,41,165,169,17,128,17,225,7462,49,6,34,89
Vimioso,2020,669,544,125,1.4,304,0,41,2,0,59,112,13,44,1,5,23,21,7,19,4,14,666,2,1,0,0,314,0,101,0,0,111,166,22,64,0,5,26,22,7,19,4,18,882,762,0,1419,0,0,1207,1866,357,469,0,10,136,102,16,142,8,265,6755,35,8,21,64
Vimioso,2021,705,573,132,1.5,333,0,41,2,0,63,112,13,43,1,6,25,24,7,22,3,10,702,2,1,0,0,0,0,96,0,0,125,151,23,69,0,6,26,26,7,22,3,14,912,0,0,1515,0,0,1453,1834,516,633,0,77,225,144,18,140,9,214,7467,49,8,35,92
Vimioso,2022,652,521,131,1.4,281,0,38,2,0,61,111,13,47,2,4,26,25,9,18,4,11,649,2,1,0,0,289,0,93,0,0,108,156,22,83,0,4,26,26,9,19,4,15,858,676,0,1685,0,0,1117,2035,461,886,0,625,289,130,34,161,41,247,8404,29,9,35,73
Vimioso,2023,676,539,137,1.4,305,0,39,2,0,64,110,14,48,2,4,26,24,9,12,4,13,674,1,1,0,0,313,0,91,0,0,110,149,24,81,0,5,28,25,9,12,4,17,872,1008,0,1776,0,0,1163,2340,316,1069,0,11,292,128,43,195,27,266,8635,40,8,21,69
Vimioso,2024,671,536,135,1.4,304,0,36,1,0,63,100,14,49,2,6,25,28,12,15,2,14,669,1,1,0,0,0,0,89,0,0,97,137,22,81,0,7,30,29,12,15,0,18,854,0,0,1720,0,0,1356,2497,617,1120,0,56,328,134,60,223,0,307,9514,54,9,30,93
Vinhais,2016,1853,1688,165,2.7,1324,4,43,9,0,52,134,28,84,5,5,30,63,20,27,5,20,1849,4,0,0,0,1333,0,122,0,0,134,225,38,120,13,5,34,69,20,38,5,46,2216,3493,0,1845,0,0,1501,3363,367,1142,442,37,364,389,110,346,11,108,13534,79,17,59,155
Vinhais,2017,1777,1604,173,2.6,1226,4,44,10,0,58,139,27,81,5,5,29,77,20,28,2,22,1772,5,0,0,0,1235,0,124,10,0,140,237,37,113,8,5,35,82,20,40,0,48,2142,2047,0,1542,26,0,1694,3093,414,1173,-3,32,431,501,102,359,0,101,11520,68,15,61,144
Vinhais,2018,1945,1777,168,2.8,1341,3,49,15,0,72,157,36,92,6,7,30,61,25,29,1,21,1935,8,2,0,0,1353,5,142,15,0,155,260,45,116,0,8,65,66,25,65,0,48,2376,4467,-7,1800,48,0,1652,3550,548,1431,0,34,535,511,136,381,0,139,15166,92,29,99,220
Vinhais,2019,1961,1784,177,2.8,1372,3,49,14,0,74,162,36,87,7,6,30,45,25,29,2,20,1952,7,2,0,0,1388,0,140,14,0,151,279,46,105,10,7,56,50,27,78,0,50,2409,4827,0,1798,52,0,1701,3182,526,1514,-16,45,835,538,148,713,0,-167,15742,103,10,35,148
Vinhais,2020,1937,1758,179,2.8,1357,3,47,13,0,73,159,35,89,5,8,29,49,23,29,1,17,1926,10,1,0,0,1373,0,132,13,0,146,269,45,110,6,8,57,56,24,86,0,45,2378,3615,0,1536,27,0,1492,3835,479,1136,42,69,602,449,90,791,0,229,14496,86,4,40,130
Vinhais,2021,1933,1750,183,2.8,1346,3,48,11,0,68,161,30,88,8,8,33,50,25,33,2,19,1922,10,1,0,0,1349,0,134,11,0,141,262,42,113,8,9,56,56,25,82,0,45,2344,3414,0,1731,11,0,1543,4060,526,1175,86,40,710,444,116,777,0,242,15026,72,7,48,127
Vinhais,2022,1721,1533,188,2.5,1138,3,46,11,0,65,151,30,91,8,9,32,53,26,36,3,19,1712,8,1,0,0,1144,7,109,11,0,120,223,38,108,8,10,53,65,26,97,3,46,2068,2306,157,1336,6,0,1890,2796,620,1408,154,80,716,493,171,878,3,191,13205,57,5,43,105
Vinhais,2023,1864,1674,190,2.7,1269,3,46,10,0,62,145,33,97,9,10,33,57,28,37,5,20,1855,8,1,0,0,1276,7,129,10,0,140,236,44,125,10,10,52,61,29,86,5,47,2267,3894,142,1617,7,0,1888,4129,727,1873,140,92,961,489,171,1035,12,148,17325,111,5,63,179
Vinhais,2024,1837,1644,193,2.6,1215,3,43,9,0,79,140,32,98,11,9,33,67,27,42,5,24,1828,8,1,0,0,1220,8,130,9,0,159,236,42,126,12,9,52,69,29,83,5,52,2241,3621,-11,2064,12,0,2193,4191,816,1953,144,159,1008,483,186,1139,33,297,18288,80,16,60,156
Viseu,2016,10861,7324,3537,21.4,1048,5,463,58,8,889,2043,139,787,116,234,1234,1171,770,1182,249,465,10506,225,92,34,4,1295,57,3283,85,186,3493,6084,929,2584,211,333,2266,1939,952,1860,430,798,26785,8734,1330,69389,12714,5603,76751,104909,48094,33488,2904,4454,43071,14208,4541,28571,13196,6708,478665,120,189,1284,1593
Viseu,2017,11111,7504,3607,21.9,1026,5,470,58,8,916,2016,148,785,106,258,1265,1226,815,1245,265,499,10729,243,100,33,6,1282,57,3379,84,192,3617,6122,1006,2666,208,366,2344,2063,1007,1957,442,812,27604,7875,1518,72814,11948,5054,74913,110425,50478,37667,3077,6532,38139,16182,5434,34418,14358,7088,497921,105,137,1248,1490
Viseu,2018,11441,7716,3725,22.6,975,5,471,61,8,944,2043,149,815,122,286,1289,1265,871,1335,279,523,11050,246,107,32,6,1235,58,3393,87,193,3843,6161,1061,2797,251,410,2590,1961,1069,2133,470,847,28559,10536,1704,79291,12351,5245,84693,116691,65839,37022,3748,5870,51339,15570,5564,38790,16390,7306,557948,80,132,1375,1587
Viseu,2019,11775,7891,3884,23.2,976,5,496,62,7,979,2008,161,819,138,304,1321,1380,882,1389,305,543,11351,267,118,32,7,1300,56,3598,92,198,4188,6227,1164,2828,306,435,2644,2103,1099,2277,504,885,29904,12379,1565,87496,12572,6720,93401,122815,65996,42538,4513,6901,47577,17383,5560,47333,17169,7560,599477,74,153,1378,1605
Viseu,2020,11751,7787,3964,23.2,932,6,495,77,9,992,2009,185,787,143,340,1368,1270,875,1419,292,552,11331,266,113,34,7,1247,58,3533,111,199,4308,6132,1174,2776,305,475,2627,1948,1104,2321,483,874,29675,12454,1191,86780,12016,7699,110347,129360,61453,24901,4943,9841,51071,14648,4717,41808,11325,6625,591178,59,135,1166,1360
Viseu,2021,12300,8187,4113,24.3,934,6,497,71,8,1052,2017,198,905,167,364,1433,1392,875,1502,310,569,11854,286,117,36,7,1252,47,3577,109,206,4488,6076,1323,2780,350,631,2717,2072,1099,2514,457,872,30570,12931,1019,98162,13886,7213,107017,141384,65845,28628,6480,19123,51807,16720,4501,55556,3277,6182,639730,70,157,1415,1642
Viseu,2022,13059,8795,4264,25.8,901,6,509,107,9,1107,1977,226,878,205,411,1493,1709,927,1620,346,628,12589,299,126,38,7,1213,36,3731,145,195,4844,6021,1394,2940,428,1024,2829,2626,1169,2669,483,930,32677,14537,1426,111475,25957,9301,111162,154997,67919,48037,8836,29519,62546,21937,5764,56058,4296,8373,742142,80,199,1736,2015
Viseu,2023,13516,9061,4455,26.7,858,6,527,102,8,1134,1971,283,883,233,442,1501,1897,976,1647,361,687,13025,316,124,43,8,1181,34,3776,143,213,4920,6085,1466,3211,469,1256,3007,2857,1225,2740,536,969,34088,14977,1301,120400,22026,9074,124959,170517,76904,54915,12486,30149,62865,27848,6836,61425,2565,9259,808507,57,192,1736,1985
Viseu,2024,13975,9402,4573,27.6,850,6,534,96,7,1172,1990,336,883,244,478,1565,1991,965,1690,391,777,13461,320,136,51,7,1211,39,4029,140,215,5642,6119,1549,3158,515,1317,3101,3046,1184,2805,584,1075,35729,20670,1401,130791,17663,9761,168631,185423,81571,61782,14074,33970,65169,33441,7621,66053,2375,10900,911294,71,190,1748,2009
Vizela,2016,1998,1184,814,80.9,39,0,385,8,1,109,501,17,215,16,46,128,181,93,150,33,76,1847,70,53,26,2,0,0,5658,16,0,352,1298,116,365,34,85,177,353,138,217,122,101,9083,0,0,92436,493,0,3786,14650,3327,2743,306,1403,2922,4292,1258,3401,1308,663,133221,3,48,225,276
Vizela,2017,2082,1233,849,84.3,39,0,400,9,2,113,501,20,213,15,51,128,208,91,176,33,83,1921,83,48,28,2,46,0,5768,17,0,350,1358,136,365,0,70,181,399,127,249,168,108,9375,268,0,93518,1109,0,4466,17726,3706,3928,0,1333,3127,4208,887,3655,1728,693,140751,5,46,221,272
Vizela,2018,2133,1246,887,86.4,44,0,398,9,2,117,511,20,208,15,57,137,208,90,181,42,94,1968,84,49,30,2,53,0,5767,17,0,0,1442,135,368,28,91,201,413,125,262,183,107,9580,279,0,96952,1170,0,0,20539,3597,4142,395,2485,3469,4722,800,3794,536,735,149053,5,45,209,259
Vizela,2019,2150,1247,903,87.0,42,0,380,9,1,129,502,25,207,12,60,131,222,95,176,51,108,1993,79,48,29,1,51,0,5314,0,0,426,1354,148,407,27,96,195,403,118,265,217,127,9171,223,0,90977,0,0,6663,19550,3862,4413,416,2849,3378,4822,122,3844,968,834,143639,4,53,226,283
