territory,year,university_total,university_poli,university_uni,university_public_total,university_public_poli,university_public_uni,university_private_total,university_private_poli,university_private_uni,university_gl_lic,university_gl_lic1,university_gl_ma,university_gl_phd,university_gl_spc,university_gl_esp,university_gl_fc,university_gl_ba,university_gl_htc,university_sa_a,university_sa_ah,university_sa_sscl,university_sa_smi,university_sa_e,university_sa_eic,university_sa_hsp,university_sa_s
Castro Verde,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castro Verde,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castro Verde,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castro Verde,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castro Verde,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castro Verde,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castro Verde,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castro Verde,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castro Verde,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Celorico da Beira,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Celorico da Beira,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Celorico da Beira,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Celorico da Beira,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Celorico da Beira,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Celorico da Beira,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Celorico da Beira,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Celorico da Beira,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Celorico da Beira,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Celorico de Basto,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Celorico de Basto,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Celorico de Basto,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Celorico de Basto,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Celorico de Basto,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Celorico de Basto,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Celorico de Basto,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Celorico de Basto,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Celorico de Basto,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chamusca,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chamusca,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chamusca,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chamusca,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chamusca,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chamusca,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chamusca,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chamusca,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chamusca,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chaves,2016,184,184,0,0,0,0,184,184,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0
Chaves,2017,184,184,0,0,0,0,184,184,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0
Chaves,2018,189,189,0,0,0,0,189,189,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0
Chaves,2019,246,246,0,0,0,0,246,246,0,0,221,0,0,25,0,0,0,0,0,0,0,0,0,0,246,0
Chaves,2020,283,283,0,0,0,0,283,283,0,0,256,0,0,27,0,0,0,0,0,0,0,0,0,0,283,0
Chaves,2021,339,339,0,0,0,0,339,339,0,0,272,0,0,67,0,0,0,0,0,0,0,0,0,0,339,0
Chaves,2022,381,381,0,0,0,0,381,381,0,0,305,0,0,76,0,0,0,0,0,0,0,0,0,0,381,0
Chaves,2023,317,317,0,0,0,0,317,317,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0
Chaves,2024,349,349,0,15,15,0,334,334,0,0,327,22,0,0,0,0,0,0,0,0,0,0,0,0,334,15
Cinfães,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cinfães,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cinfães,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cinfães,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cinfães,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cinfães,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cinfães,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cinfães,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cinfães,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coimbra,2016,34614,11447,23167,33356,11447,21909,1258,0,1258,0,19791,4326,2341,473,0,0,0,278,580,2773,11231,2690,1023,7078,7527,1700
Coimbra,2017,34757,11901,22856,33593,11901,21692,1164,0,1164,0,19603,4396,2448,511,0,0,0,489,614,2716,11100,2810,1010,7403,7624,1480
Coimbra,2018,35272,12184,23088,34074,12184,21890,1198,0,1198,0,19794,4484,2619,409,0,0,0,646,646,2862,11159,2870,987,7589,7704,1455
Coimbra,2019,35541,12169,23372,34314,12169,22145,1227,0,1227,0,20107,4475,2709,328,0,0,0,628,681,2879,11308,2990,986,7730,7592,1375
Coimbra,2020,35917,12094,23823,34631,12094,22537,1286,0,1286,0,20307,4325,2910,305,0,0,0,550,779,2996,11435,2975,1021,7772,7626,1313
Coimbra,2021,36571,12209,24362,35133,12209,22924,1438,0,1438,0,20708,4482,3121,268,0,0,0,434,906,2976,11974,2730,1032,8008,7607,1338
Coimbra,2022,37694,12602,25092,36169,12602,23567,1525,0,1525,0,23736,5286,3189,227,0,0,0,510,1076,3079,12163,2753,1118,8236,7872,1397
Coimbra,2023,38156,12628,25528,36480,12628,23852,1676,0,1676,0,23911,5462,3357,186,0,0,0,577,1240,3010,12301,2817,1202,8315,7931,1340
Coimbra,2024,38411,12328,26083,36582,12328,24254,1829,0,1829,0,23798,5652,3567,138,0,0,0,563,1213,3089,12348,2798,1224,8376,7952,1411
Condeixa-a-Nova,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Condeixa-a-Nova,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Condeixa-a-Nova,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Condeixa-a-Nova,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Condeixa-a-Nova,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Condeixa-a-Nova,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Condeixa-a-Nova,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Condeixa-a-Nova,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Condeixa-a-Nova,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Constância,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Constância,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Constância,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Constância,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Constância,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Constância,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Constância,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Constância,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Constância,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coruche,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coruche,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coruche,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coruche,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coruche,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coruche,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coruche,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coruche,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coruche,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corvo,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corvo,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corvo,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corvo,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corvo,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corvo,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corvo,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corvo,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corvo,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Covilhã,2016,6656,0,6656,6656,0,6656,0,0,0,0,3394,838,475,0,0,0,0,0,0,816,1778,508,90,1791,1379,294
Covilhã,2017,6846,0,6846,6846,0,6846,0,0,0,0,3388,991,486,15,0,0,0,0,0,890,1787,549,112,1829,1404,275
Covilhã,2018,7197,0,7197,7197,0,7197,0,0,0,0,3611,1014,508,17,0,0,0,0,0,952,1900,524,75,1990,1471,285
Covilhã,2019,7432,0,7432,7432,0,7432,0,0,0,0,3705,1056,590,15,0,0,0,0,0,1001,1963,496,94,2056,1522,300
Covilhã,2020,7869,0,7869,7869,0,7869,0,0,0,0,3871,1239,643,8,0,0,0,0,0,1037,2168,535,99,2184,1541,305
Covilhã,2021,7851,0,7851,7851,0,7851,0,0,0,0,3846,1269,677,0,0,0,0,0,0,961,2169,602,96,2122,1592,309
Covilhã,2022,8091,0,8091,8091,0,8091,0,0,0,0,3964,1326,757,0,0,0,0,0,0,1009,2218,644,106,2181,1624,309
Covilhã,2023,8177,0,8177,8177,0,8177,0,0,0,0,3948,1479,709,0,0,0,0,0,0,1045,2244,421,124,2106,1909,328
Covilhã,2024,8133,0,8133,8133,0,8133,0,0,0,0,4095,1297,725,0,0,0,0,0,0,1026,2235,437,106,2099,1930,300
Crato,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crato,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crato,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crato,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crato,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crato,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crato,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crato,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crato,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Câmara de Lobos,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Câmara de Lobos,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Câmara de Lobos,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Câmara de Lobos,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Câmara de Lobos,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Câmara de Lobos,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Câmara de Lobos,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Câmara de Lobos,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Câmara de Lobos,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elvas,2016,305,305,0,305,305,0,0,0,0,0,243,12,0,0,0,0,0,50,305,0,0,0,0,0,0,0
Elvas,2017,340,340,0,340,340,0,0,0,0,0,236,21,0,0,0,0,0,83,335,0,0,0,0,0,0,5
Elvas,2018,369,369,0,369,369,0,0,0,0,0,236,24,0,0,0,0,0,109,357,0,0,0,0,0,0,12
Elvas,2019,393,393,0,393,393,0,0,0,0,0,235,21,0,0,0,0,0,137,370,0,0,0,0,0,0,23
Elvas,2020,402,402,0,402,402,0,0,0,0,0,242,19,0,0,0,0,0,141,382,0,0,0,0,0,0,20
Elvas,2021,396,396,0,396,396,0,0,0,0,0,257,19,0,0,0,0,0,120,379,0,0,0,0,0,0,17
Elvas,2022,438,438,0,438,438,0,0,0,0,0,289,50,0,0,0,0,0,99,420,0,0,0,0,0,0,18
Elvas,2023,470,470,0,470,470,0,0,0,0,0,310,51,0,0,0,0,0,109,457,0,0,0,0,0,0,13
Elvas,2024,524,524,0,524,524,0,0,0,0,0,334,24,0,0,0,0,0,166,467,0,0,0,0,0,0,57
Entroncamento,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entroncamento,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entroncamento,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entroncamento,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entroncamento,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entroncamento,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entroncamento,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entroncamento,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entroncamento,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Espinho,2016,4,4,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Espinho,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Espinho,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Espinho,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Espinho,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Espinho,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Espinho,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Espinho,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Espinho,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Esposende,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Esposende,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Esposende,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Esposende,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Esposende,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Esposende,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Esposende,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Esposende,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Esposende,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estarreja,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estarreja,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estarreja,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estarreja,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estarreja,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estarreja,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estarreja,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estarreja,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estarreja,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estremoz,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estremoz,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estremoz,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estremoz,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estremoz,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estremoz,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estremoz,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estremoz,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estremoz,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fafe,2016,335,335,0,0,0,0,335,335,0,0,290,31,0,0,0,0,0,14,0,0,80,17,64,0,33,141
Fafe,2017,372,372,0,0,0,0,372,372,0,0,309,22,0,0,0,0,0,41,0,0,72,28,71,0,43,158
Fafe,2018,453,453,0,0,0,0,453,453,0,0,341,45,0,0,0,0,0,67,0,0,94,35,77,0,53,194
Fafe,2019,498,498,0,0,0,0,498,498,0,0,368,56,0,0,0,0,0,74,0,0,91,43,91,0,60,213
Fafe,2020,567,567,0,0,0,0,567,567,0,0,393,75,0,0,0,0,0,99,0,0,119,43,82,0,87,236
Fafe,2021,656,656,0,0,0,0,656,656,0,0,398,77,0,0,0,0,0,181,0,0,131,68,115,0,96,246
Fafe,2022,587,587,0,0,0,0,587,587,0,0,410,83,0,0,0,0,0,94,0,0,99,59,144,0,105,180
Fafe,2023,827,827,0,0,0,0,827,827,0,0,454,110,0,0,0,0,0,263,0,0,107,121,204,0,165,230
Fafe,2024,685,685,0,0,0,0,685,685,0,0,438,75,0,0,0,0,0,172,0,0,113,63,176,0,130,203
Faro,2016,7118,3476,3642,7118,3476,3642,0,0,0,0,5106,1096,278,42,0,0,0,170,112,620,2075,903,272,1131,1269,700
Faro,2017,7501,3554,3947,7501,3554,3947,0,0,0,0,5163,1305,261,47,0,0,0,271,141,609,2259,893,304,1218,1288,759
Faro,2018,7721,3523,4198,7721,3523,4198,0,0,0,0,5245,1371,341,8,0,0,0,299,175,697,2301,964,304,1217,1277,720
Faro,2019,7940,3613,4327,7940,3613,4327,0,0,0,0,5321,1441,340,61,0,0,0,307,150,736,2392,1035,309,1175,1342,763
Faro,2020,8099,3642,4457,8099,3642,4457,0,0,0,0,5522,1497,253,56,0,0,0,296,143,736,2421,1126,329,1183,1370,762
Faro,2021,8472,3849,4623,8472,3849,4623,0,0,0,0,5782,1515,311,42,0,0,0,327,137,772,2431,1235,313,1311,1409,855
Faro,2022,9175,4013,5162,9175,4013,5162,0,0,0,0,6086,1763,372,25,0,0,0,445,145,868,2602,1492,373,1368,1443,867
Faro,2023,9629,4144,5485,9629,4144,5485,0,0,0,0,6300,1848,441,61,0,0,0,473,152,971,2679,1477,394,1415,1694,821
Faro,2024,9873,4332,5541,9873,4332,5541,0,0,0,0,6396,1840,484,84,0,0,0,515,152,1042,2783,1412,409,1465,1784,793
Felgueiras,2016,1277,1277,0,1277,1277,0,0,0,0,0,1021,173,0,0,0,0,0,83,0,0,790,108,0,281,0,98
Felgueiras,2017,1383,1383,0,1383,1383,0,0,0,0,0,1027,179,0,0,0,0,0,177,0,0,836,174,0,334,0,39
Felgueiras,2018,1434,1434,0,1434,1434,0,0,0,0,0,1054,200,0,0,0,0,0,180,0,0,848,188,0,357,0,41
Felgueiras,2019,1471,1471,0,1471,1471,0,0,0,0,0,1044,208,0,0,0,0,0,219,0,0,873,200,0,347,0,51
Felgueiras,2020,1603,1603,0,1603,1603,0,0,0,0,0,1108,235,0,0,0,0,0,260,0,0,961,230,0,358,0,54
Felgueiras,2021,1825,1825,0,1825,1825,0,0,0,0,0,1269,295,0,0,0,0,0,261,0,0,1076,262,0,423,0,64
Felgueiras,2022,1828,1828,0,1828,1828,0,0,0,0,0,1289,303,0,0,0,0,0,236,0,0,1042,274,0,453,0,59
Felgueiras,2023,1873,1873,0,1873,1873,0,0,0,0,0,1349,280,0,0,0,0,0,244,0,0,1008,372,0,434,0,59
Felgueiras,2024,1907,1907,0,1907,1907,0,0,0,0,0,1392,281,0,0,0,0,0,234,0,0,1012,404,0,424,0,67
Ferreira do Alentejo,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ferreira do Alentejo,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
