territory,year,population_total,university_total,university_poli,university_uni,university_public_total,university_public_poli,university_public_uni,university_private_total,university_private_poli,university_private_uni,university_gl_lic,university_gl_lic1,university_gl_ma,university_gl_phd,university_gl_spc,university_gl_esp,university_gl_fc,university_gl_ba,university_gl_htc,university_sa_a,university_sa_ah,university_sa_sscl,university_sa_smi,university_sa_e,university_sa_eic,university_sa_hsp,university_sa_s
Cuba,2017,4559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuba,2018,4483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuba,2019,4423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuba,2020,4403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuba,2021,4406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuba,2022,4429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuba,2023,4460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuba,2024,4470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Câmara de Lobos,2016,32955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Câmara de Lobos,2017,32564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Câmara de Lobos,2018,32287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Câmara de Lobos,2019,32150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Câmara de Lobos,2020,32210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Câmara de Lobos,2021,32330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Câmara de Lobos,2022,32386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Câmara de Lobos,2023,32604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Câmara de Lobos,2024,33015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elvas,2016,21700,140.55299539170508,140.55299539170508,0.0,140.55299539170508,140.55299539170508,0.0,0.0,0.0,0.0,0.0,111.9815668202765,5.529953917050691,0.0,0.0,0.0,0.0,0.0,23.041474654377883,140.55299539170508,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elvas,2017,21447,158.53033058236585,158.53033058236585,0.0,158.53033058236585,158.53033058236585,0.0,0.0,0.0,0.0,0.0,110.03870005128924,9.791579241852007,0.0,0.0,0.0,0.0,0.0,38.700051289224604,156.1990021914487,0.0,0.0,0.0,0.0,0.0,0.0,2.331328390917145
Elvas,2018,21238,173.74517374517373,173.74517374517373,0.0,173.74517374517373,173.74517374517373,0.0,0.0,0.0,0.0,0.0,111.12157453620867,11.300499105377153,0.0,0.0,0.0,0.0,0.0,51.323100103587905,168.09492419248517,0.0,0.0,0.0,0.0,0.0,0.0,5.650249552688576
Elvas,2019,21064,186.5742499050513,186.5742499050513,0.0,186.5742499050513,186.5742499050513,0.0,0.0,0.0,0.0,0.0,111.56475503228258,9.969616407140146,0.0,0.0,0.0,0.0,0.0,65.03987846562856,175.65514622104064,0.0,0.0,0.0,0.0,0.0,0.0,10.919103684010635
Elvas,2020,20927,192.09633487838678,192.09633487838678,0.0,192.09633487838678,192.09633487838678,0.0,0.0,0.0,0.0,0.0,115.64008219047165,9.079180006689922,0.0,0.0,0.0,0.0,0.0,67.37707268122521,182.5393032923974,0.0,0.0,0.0,0.0,0.0,0.0,9.557031585989392
Elvas,2021,20749,190.852571208251,190.852571208251,0.0,190.852571208251,190.852571208251,0.0,0.0,0.0,0.0,0.0,123.86139091040532,9.157067810496892,0.0,0.0,0.0,0.0,0.0,57.83411248734879,182.65940527254327,0.0,0.0,0.0,0.0,0.0,0.0,8.193165935707745
Elvas,2022,20543,213.21131285596067,213.21131285596067,0.0,213.21131285596067,213.21131285596067,0.0,0.0,0.0,0.0,0.0,140.68052377938957,24.339190965292314,0.0,0.0,0.0,0.0,0.0,48.19159811127878,204.44920410845543,0.0,0.0,0.0,0.0,0.0,0.0,8.762108747505232
Elvas,2023,20432,230.03132341425214,230.03132341425214,0.0,230.03132341425214,230.03132341425214,0.0,0.0,0.0,0.0,0.0,151.72278778386843,24.960845732184808,0.0,0.0,0.0,0.0,0.0,53.3476898981989,223.66875489428347,0.0,0.0,0.0,0.0,0.0,0.0,6.362568519968677
Elvas,2024,20369,257.25366979233144,257.25366979233144,0.0,257.25366979233144,257.25366979233144,0.0,0.0,0.0,0.0,0.0,163.97466738671508,11.78261083018312,0.0,0.0,0.0,0.0,0.0,81.49639157543325,229.26996907064657,0.0,0.0,0.0,0.0,0.0,0.0,27.98370072168491
Entroncamento,2016,19964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Entroncamento,2017,19916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Entroncamento,2018,19871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Entroncamento,2019,19924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Entroncamento,2020,20112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Entroncamento,2021,20563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Entroncamento,2022,21117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Entroncamento,2023,21666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Entroncamento,2024,22295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Espinho,2016,31216,1.2813941568426448,1.2813941568426448,0.0,0.0,0.0,0.0,1.2813941568426448,1.2813941568426448,0.0,0.0,1.2813941568426448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2813941568426448
Espinho,2017,31205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Espinho,2018,31228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Espinho,2019,31247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Espinho,2020,31221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Espinho,2021,31308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Espinho,2022,31662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Espinho,2023,32139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Espinho,2024,32565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Esposende,2016,34268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Esposende,2017,34365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Esposende,2018,34501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Esposende,2019,34714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Esposende,2020,35076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Esposende,2021,35519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Esposende,2022,36101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Esposende,2023,36796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Esposende,2024,37426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estarreja,2016,26316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estarreja,2017,26188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estarreja,2018,26131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estarreja,2019,26209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estarreja,2020,26328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estarreja,2021,26458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estarreja,2022,26595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estarreja,2023,26877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estarreja,2024,27286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estremoz,2016,13278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estremoz,2017,13127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estremoz,2018,12988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estremoz,2019,12872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estremoz,2020,12787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estremoz,2021,12745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estremoz,2022,12679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estremoz,2023,12589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estremoz,2024,12516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fafe,2016,49015,68.346424563909,68.346424563909,0.0,0.0,0.0,0.0,68.346424563909,68.346424563909,0.0,0.0,59.1655615627869,6.324594511884117,0.0,0.0,0.0,0.0,0.0,2.856268489237988,0.0,0.0,16.321534224217075,3.4683260226461283,13.05722737937366,0.0,6.732632867489543,28.766704070182595
Fafe,2017,48850,76.15148413510748,76.15148413510748,0.0,0.0,0.0,0.0,76.15148413510748,76.15148413510748,0.0,0.0,63.25486182190379,4.503582395087001,0.0,0.0,0.0,0.0,0.0,8.393039918116685,0.0,0.0,14.73899692937564,5.731832139201638,14.534288638689867,0.0,8.80245649948823,32.3439099283521
Fafe,2018,48677,93.06243194938061,93.06243194938061,0.0,0.0,0.0,0.0,93.06243194938061,93.06243194938061,0.0,0.0,70.05361875218276,9.24461244530271,0.0,0.0,0.0,0.0,0.0,13.764200751895146,0.0,0.0,19.31096821907677,7.19025412412433,15.818559073073525,0.0,10.888099102245413,39.85455143086057
Fafe,2019,48582,102.5071013955786,102.5071013955786,0.0,0.0,0.0,0.0,102.5071013955786,102.5071013955786,0.0,0.0,75.74821950516652,11.526902968177515,0.0,0.0,0.0,0.0,0.0,15.231978922234573,0.0,0.0,18.731217323288462,8.851014779136305,18.731217323288462,0.0,12.350253180190194,43.843398789675184
Fafe,2020,48626,116.60428577304324,116.60428577304324,0.0,0.0,0.0,0.0,116.60428577304324,116.60428577304324,0.0,0.0,80.82095998025748,15.423847324476618,0.0,0.0,0.0,0.0,0.0,20.35947846830914,0.0,0.0,24.4725044215029,8.843005799366594,16.863406408094438,0.0,17.891662896392877,48.533706247686425
Fafe,2021,48520,135.20197856553997,135.20197856553997,0.0,0.0,0.0,0.0,135.20197856553997,135.20197856553997,0.0,0.0,82.0280296784831,15.869744435284417,0.0,0.0,0.0,0.0,0.0,37.30420445177246,0.0,0.0,26.99917559769167,14.014839241549875,23.70156636438582,0.0,19.785655399835118,50.700741962077494
Fafe,2022,48358,121.38632697795607,121.38632697795607,0.0,0.0,0.0,0.0,121.38632697795607,121.38632697795607,0.0,0.0,84.78431696927086,17.16365441085239,0.0,0.0,0.0,0.0,0.0,19.43835559783283,0.0,0.0,20.472310682823938,12.200670002895075,29.77790644774391,0.0,21.71305678481327,37.22238305967989
Fafe,2023,48432,170.75487281136438,170.75487281136438,0.0,0.0,0.0,0.0,170.75487281136438,170.75487281136438,0.0,0.0,93.73967624710934,22.71225635943178,0.0,0.0,0.0,0.0,0.0,54.30294020482325,0.0,0.0,22.09283118599273,24.983481995374955,42.1209117938553,0.0,34.068384539147665,47.48926329699372
Fafe,2024,48467,141.333278313079,141.333278313079,0.0,0.0,0.0,0.0,141.333278313079,141.333278313079,0.0,0.0,90.37076773887387,15.474446530629088,0.0,0.0,0.0,0.0,0.0,35.48806404357604,0.0,0.0,23.31483277281449,12.998535085728433,36.313367858542925,0.0,26.822373986423752,41.88416860956939
Faro,2016,66153,1075.99050685532,525.4485813190634,550.5419255362568,1075.99050685532,525.4485813190634,550.5419255362568,0.0,0.0,0.0,0.0,771.8470817649993,165.6765377231569,42.02379332758907,6.348918416398349,0.0,0.0,0.0,25.698003113993316,16.930449110395596,93.72212900397562,313.66680271491845,136.5017459525645,41.116804982389304,170.96730307015554,191.82803500975012,105.81530693997249
Faro,2017,66498,1128.0038497398418,534.4521639748564,593.5516857649855,1128.0038497398418,534.4521639748564,593.5516857649855,0.0,0.0,0.0,0.0,776.4143282504737,196.24650365424523,39.24930073084905,7.067881740804235,0.0,0.0,0.0,40.753105356552076,21.203645222412703,91.58170170531444,339.7094649463142,134.28975307528046,45.71566062137207,183.1634034106289,193.6900357905501,114.13877109085988
Faro,2018,66968,1152.938716999164,526.0721538645323,626.8665631346315,1152.938716999164,526.0721538645323,626.8665631346315,0.0,0.0,0.0,0.0,783.2098912913631,204.72464460637917,50.91984231274639,1.1946004061641382,0.0,0.0,0.0,44.64819018038467,26.131883884840523,104.07956038705053,343.5969418229602,143.94934894277864,45.39481543423725,181.7285867877195,190.68808983395056,107.51403655477243
Faro,2019,67633,1173.9831147516745,534.2066742566499,639.7764404950246,1173.9831147516745,534.2066742566499,639.7764404950246,0.0,0.0,0.0,0.0,786.7461150621738,213.06167107772833,50.27131725636893,9.019265743054426,0.0,0.0,0.0,45.39204234619195,22.178522318986293,108.82261617849275,353.6735025801014,153.0318040010054,45.68775597711176,173.73175816539262,198.42384634719738,112.81475019591028
Faro,2020,68011,1190.836776403817,535.501610033671,655.335166370146,1190.836776403817,535.501610033671,655.335166370146,0.0,0.0,0.0,0.0,811.9274823190366,220.11145255914485,37.19986472776463,8.233962153181103,0.0,0.0,0.0,43.522371381100115,21.026010498301744,108.21778829895165,355.971828086633,165.56145329432005,48.37452764993898,173.94245048595081,201.4380026760377,112.04069929864286
Faro,2021,67924,1247.2763677050823,566.6627407102055,680.6136269948767,1247.2763677050823,566.6627407102055,680.6136269948767,0.0,0.0,0.0,0.0,851.2455096872976,223.04340144867794,45.78646722807844,6.183381426299983,0.0,0.0,0.0,48.14204110476415,20.169601319121373,113.6564395500854,357.9000058889347,181.82085860667806,46.080913962664155,193.00983452093516,207.43772451563513,125.8759790353925
Faro,2022,68392,1341.5311732366358,586.7645338636098,754.7666393730261,1341.5311732366358,586.7645338636098,754.7666393730261,0.0,0.0,0.0,0.0,889.8701602526611,257.77868756579716,54.39232658790502,3.655398292197918,0.0,0.0,0.0,65.06608960112294,21.201310094747924,126.91542870511171,380.4538542519593,218.15417007837175,54.53854251959294,200.02339454907008,210.9895894256638,126.76921277342379
Faro,2023,69196,1391.554425111278,598.8785478929418,792.6758772183363,1391.554425111278,598.8785478929418,792.6758772183363,0.0,0.0,0.0,0.0,910.4572518642697,267.06746054685243,63.73200763049887,8.815538470431816,0.0,0.0,0.0,68.35655240187295,21.96658766402682,140.32603040638188,387.16110757847275,213.4516446037343,56.93970749754321,204.49158910919706,244.81183883461472,118.64847679056592
Faro,2024,69908,1412.2847170567031,619.6715683469703,792.6131487097327,1412.2847170567031,619.6715683469703,792.6131487097327,0.0,0.0,0.0,0.0,914.9167477255821,263.2030668879098,69.2338502031241,12.015792184013275,0.0,0.0,0.0,73.6682496996052,21.742862047262115,149.05304113978372,398.0946386679636,201.97974480746123,58.505464324540824,209.5611374949934,255.1925387652343,113.43480002288722
Felgueiras,2016,56548,225.82584706797766,225.82584706797766,0.0,225.82584706797766,225.82584706797766,0.0,0.0,0.0,0.0,0.0,180.5545731060338,30.593478107094857,0.0,0.0,0.0,0.0,0.0,14.677795854848979,0.0,0.0,139.70432199193607,19.098818702695056,0.0,49.692296809789916,0.0,17.330409563556625
Felgueiras,2017,56416,245.143221781055,245.143221781055,0.0,245.143221781055,245.143221781055,0.0,0.0,0.0,0.0,0.0,182.04055587067498,31.728587634713556,0.0,0.0,0.0,0.0,0.0,31.374078275666477,0.0,0.0,148.18491208167896,30.842314237095856,0.0,59.20306296086216,0.0,6.912932501418037
Felgueiras,2018,56307,254.67526240076722,254.67526240076722,0.0,254.67526240076722,254.67526240076722,0.0,0.0,0.0,0.0,0.0,187.18809384268386,35.51956239899125,0.0,0.0,0.0,0.0,0.0,31.96760615909212,0.0,0.0,150.60294457172287,33.38838865505177,0.0,63.40241888219937,0.0,7.281510291793205
Felgueiras,2019,56233,261.5901694734408,261.5901694734408,0.0,261.5901694734408,261.5901694734408,0.0,0.0,0.0,0.0,0.0,185.65610940195256,36.98895666245799,0.0,0.0,0.0,0.0,0.0,38.94510340903028,0.0,0.0,155.24691906887415,35.566304483132676,0.0,61.7075382782352,0.0,9.069407643198833
Felgueiras,2020,56127,285.6022947957311,285.6022947957311,0.0,285.6022947957311,285.6022947957311,0.0,0.0,0.0,0.0,0.0,197.40944643398007,41.869332050528264,0.0,0.0,0.0,0.0,0.0,46.32351631122276,0.0,0.0,171.21884298109643,40.97849519838937,0.0,63.78391861314518,0.0,9.621038003100113
Felgueiras,2021,55849,326.77397983849306,326.77397983849306,0.0,326.77397983849306,326.77397983849306,0.0,0.0,0.0,0.0,0.0,227.21982488495763,52.820999480742714,0.0,0.0,0.0,0.0,0.0,46.73315547279271,0.0,0.0,192.66235742806495,46.912209708320646,0.0,75.73994162831922,0.0,11.45947107378825
Felgueiras,2022,55535,329.16178986224907,329.16178986224907,0.0,329.16178986224907,329.16178986224907,0.0,0.0,0.0,0.0,0.0,232.10587917529486,54.56018726928964,0.0,0.0,0.0,0.0,0.0,42.495723417664536,0.0,0.0,187.629422886468,49.338255154407136,0.0,81.57018096695778,0.0,10.623930854416134
Felgueiras,2023,55423,337.94633996716163,337.94633996716163,0.0,337.94633996716163,337.94633996716163,0.0,0.0,0.0,0.0,0.0,243.40075419952007,50.5205420132436,0.0,0.0,0.0,0.0,0.0,44.02504375439799,0.0,0.0,181.87395124767696,67.12014867473792,0.0,78.30684012052758,0.0,10.645399924219188
Felgueiras,2024,55326,344.6842352600947,344.6842352600947,0.0,344.6842352600947,344.6842352600947,0.0,0.0,0.0,0.0,0.0,251.5996095868127,50.78986371687814,0.0,0.0,0.0,0.0,0.0,42.29476195640386,0.0,0.0,182.9158081191483,73.0217257708853,0.0,76.63666269023605,0.0,12.110038679825037
Ferreira do Alentejo,2016,7815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ferreira do Alentejo,2017,7744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ferreira do Alentejo,2018,7678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ferreira do Alentejo,2019,7647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
