territory,year,population_total,unemployment_total,unemployment_female,unemployment_male,unemployment[<25],unemployment[25-34],unemployment[35-44],unemployment[45-54],unemployment[>54],unemployment_el_b1,unemployment_el_b2,unemployment_el_b3,unemployment_el_hs,unemployment_el_c,unemployment_el_ne
Albergaria-a-Velha,2016,24813,360.9398299278604,217.86966509490992,143.07016483295047,55.89811792205698,71.77689114577036,72.42171442389069,75.24281626566719,85.64059162535767,68.14976020634344,66.21529037198243,65.2077539999194,79.9983879418047,47.918429855317775,33.45020755249264
Albergaria-a-Velha,2017,24750,289.45454545454544,172.92929292929293,116.52525252525251,43.717171717171716,59.19191919191919,54.86868686868687,59.838383838383834,71.87878787878788,54.707070707070706,45.898989898989896,48.36363636363636,65.53535353535352,44.96969696969697,30.020202020202017
Albergaria-a-Velha,2018,24744,233.10701584222434,146.58098933074683,86.52602651147753,29.663756870352408,47.40543161978661,46.39508567733591,45.54639508567733,64.05593275137407,38.716456514710636,34.06886517943744,37.5040413837698,56.700614290333014,37.019075331393466,29.05754930488199
Albergaria-a-Velha,2019,24797,195.95112311973224,123.64398919224102,72.30713392749124,24.922369641488892,36.61733274186394,42.747106504819136,41.214663064080334,50.44965116747994,29.035770456103563,32.66524176311651,30.68919627374279,50.2883413316127,29.600354881638914,23.712545872484576
Albergaria-a-Velha,2020,24921,259.09875205649854,157.61807311103084,101.4405521447775,35.873359817021786,54.732956141406845,61.51438545804743,51.924080093094176,55.01384374623811,29.653705710043738,46.46683519922956,53.28839131656033,74.51546888166605,33.425624974920744,21.708599173387906
Albergaria-a-Velha,2021,25099,229.73026813817285,136.77835770349418,92.95191043467868,31.71441093270648,46.894298577632576,47.13335192637157,46.137296306625764,57.890752619626284,26.41539503565879,43.10928722259851,45.300609586039286,62.15387067213833,28.327821825570737,24.423283796167176
Albergaria-a-Velha,2022,25263,187.7449234057713,115.9798915409888,71.76503186478249,21.41471717531568,36.17939278787159,36.53564501444801,38.6731583739065,54.98159363496022,23.670981276966312,33.64604362110597,36.17939278787159,51.77532359577248,20.702212722162844,21.850136563353523
Albergaria-a-Velha,2023,25552,197.98841577958672,127.7395115842204,70.24890419536631,23.481527864746397,37.96180338134001,44.57576706324358,43.94959298685034,48.05886036318096,21.87695679398873,31.15216030056355,41.9536631183469,65.12210394489668,21.0551033187226,16.86756418284283
Albergaria-a-Velha,2024,25975,198.72954764196342,121.30895091434071,77.42059672762271,28.25794032723773,45.235803657362844,41.07795957651588,40.76997112608277,43.3878729547642,19.056785370548603,27.526467757459095,40.423484119345524,75.64966313763233,20.28873917228104,15.784408084696823
Albufeira,2016,42336,518.8019652305367,279.1477702191988,239.67781557067272,60.019841269841265,124.92913832199545,126.27551020408164,113.75661375661376,93.84448223733938,73.15287226001512,78.04232804232804,122.30725623582765,182.35071806500378,43.107520786092216,19.864890400604686
Albufeira,2017,42808,457.99850495234534,246.5427022986358,211.45580265370958,51.509063726406275,113.0863390020557,110.37656512801345,98.74322556531489,84.28331153055504,60.29246869743974,66.08577835918518,107.80695197159409,168.09942066903383,35.040179405718554,20.67370584937395
Albufeira,2018,43364,427.9586753989484,234.7338806383175,193.20173415736554,44.760630938105336,107.23180518402361,105.73286597177382,90.14389816437597,80.08947514066968,48.10441841158564,59.888386680195545,99.13753343787472,168.34240383728437,31.61608707683793,20.869845955170184
Albufeira,2019,44053,433.9999546001407,235.33017047647152,198.6924840532994,43.67466460853971,115.13404308446643,104.96447461012869,89.84632147640342,80.38045082060245,42.4034685492475,56.18232583478991,97.79129684697976,186.20752275667942,27.807413797017226,23.630626745057086
Albufeira,2020,44425,1070.2982554867756,566.6854248733821,503.6128306133934,115.88069780528981,317.45638716938663,256.6347777152504,209.7467642093416,170.57962858750702,90.78221722003377,124.07428249859315,237.5239167135622,512.3691615081598,51.592571750140685,53.9786156443444
Albufeira,2021,44546,982.4002155075651,530.3057513581466,452.0720154447088,90.31113904727697,270.5966865711849,241.36847303910565,197.7955371975037,182.32837965249405,80.09697840434607,111.50271629326987,210.2321196066987,436.31302473847256,50.73407264400844,93.52130382076955
