territory,year,unemployment_total,unemployment_female,unemployment_male,unemployment[<25],unemployment[25-34],unemployment[35-44],unemployment[45-54],unemployment[>54],unemployment_el_b1,unemployment_el_b2,unemployment_el_b3,unemployment_el_hs,unemployment_el_c,unemployment_el_ne
Amadora,2017,6137.1,3286.7,2850.4,547.8,1229.4,1361.2,1418.8,1579.9,981.3,874.5,1247.3,1771.3,821.5,441.3
Amadora,2018,4844.2,2698.1,2146.1,396.3,1011.4,1094.7,1084.5,1257.3,684.8,618.9,931.0,1477.2,692.2,440.1
Amadora,2019,4017.3,2318.3,1699.0,377.6,887.8,887.4,822.0,1042.5,395.8,507.3,755.2,1309.5,590.0,459.5
Amadora,2020,6033.5,3445.1,2588.4,765.0,1629.9,1353.5,1091.1,1194.0,539.4,637.3,1224.8,2253.8,691.9,686.3
Amadora,2021,6032.2,3466.9,2565.3,697.2,1688.5,1396.6,1198.5,1051.4,437.4,615.1,1206.8,2227.7,775.7,769.6
Amadora,2022,4381.3,2500.0,1881.3,390.8,1011.7,984.8,927.3,1066.8,395.9,475.6,791.3,1588.1,541.4,588.9
Amadora,2023,4484.1,2486.2,1997.9,430.4,1090.3,1028.1,926.8,1008.5,384.3,484.1,806.8,1693.5,488.8,626.7
Amadora,2024,4894.6,2720.8,2173.8,528.3,1273.8,1142.5,1007.2,942.8,380.6,505.8,816.3,1983.7,504.3,703.8
Amarante,2016,3552.7,2071.8,1480.8,535.8,661.8,658.3,810.1,886.7,1000.7,431.3,666.5,765.6,472.6,216.1
Amarante,2017,3094.0,1839.7,1254.3,425.3,545.9,546.4,691.0,885.3,888.9,347.5,544.2,709.6,387.5,216.3
Amarante,2018,2534.4,1602.9,931.5,354.8,401.9,441.8,517.1,818.9,686.3,276.5,452.3,618.1,328.3,172.9
Amarante,2019,2214.3,1444.1,770.2,312.8,358.4,373.8,451.2,718.1,609.1,262.7,376.1,544.3,275.0,147.2
Amarante,2020,2514.7,1661.2,853.5,320.0,441.7,434.6,515.1,803.3,598.0,305.7,492.0,673.3,313.7,132.0
Amarante,2021,2546.3,1752.9,793.4,334.3,445.3,416.7,496.7,853.5,609.3,308.8,496.8,639.9,350.0,141.5
Amarante,2022,2336.2,1572.6,763.6,286.4,380.0,361.3,460.3,848.2,574.3,283.6,426.3,620.2,293.9,138.0
Amarante,2023,2258.7,1540.1,718.6,252.4,355.9,353.4,462.7,834.3,536.9,289.6,448.4,591.6,264.0,128.2
Amarante,2024,1940.4,1353.4,587.0,215.8,307.3,302.6,378.9,735.8,424.9,242.3,384.7,536.7,237.9,113.9
Amares,2016,1005.8,552.8,452.9,157.8,190.6,201.5,229.7,226.3,209.3,142.8,193.8,244.3,137.9,77.5
Amares,2017,747.6,434.0,313.6,95.1,155.2,160.9,155.4,181.0,147.1,113.3,135.2,196.8,103.7,51.5
Amares,2018,570.1,347.1,223.0,79.7,117.6,106.2,114.1,152.6,105.3,85.6,122.7,144.8,72.3,39.4
Amares,2019,515.4,327.8,187.7,65.9,92.2,104.3,97.8,155.3,84.1,79.0,119.3,129.2,65.8,38.0
Amares,2020,613.7,396.6,217.1,71.7,114.2,139.6,126.8,161.4,79.6,91.2,133.3,192.9,84.3,32.5
Amares,2021,607.8,387.8,220.0,75.8,118.4,129.4,127.8,156.3,81.9,80.1,133.0,185.6,92.0,35.2
Amares,2022,495.0,303.9,191.1,57.7,82.8,100.7,105.1,148.8,70.9,67.2,102.3,147.8,69.8,37.1
Amares,2023,513.8,313.1,200.8,60.6,89.9,106.8,94.4,162.1,66.6,58.1,105.9,174.0,72.1,37.2
Amares,2024,515.3,315.9,199.3,64.1,101.9,100.3,103.2,145.8,50.2,57.6,98.6,182.3,86.8,39.8
Anadia,2016,904.0,517.3,386.7,106.0,166.6,168.3,212.4,250.7,177.8,119.7,145.4,232.5,171.5,57.1
Anadia,2017,717.2,422.1,295.1,93.4,147.8,124.9,148.3,202.7,121.5,81.2,119.6,190.7,149.4,54.8
Anadia,2018,555.4,334.1,221.3,58.4,104.1,96.9,100.1,195.9,102.7,48.9,83.5,141.5,127.3,51.5
Anadia,2019,482.6,289.9,192.7,56.3,89.8,87.0,95.5,154.1,71.2,50.1,74.9,136.8,109.3,40.3
Anadia,2020,605.5,342.3,263.2,83.6,125.0,121.3,121.9,153.7,73.5,84.4,115.2,193.0,104.9,34.5
Anadia,2021,468.3,253.0,215.3,54.3,93.3,78.9,88.7,153.1,65.8,58.6,77.3,145.7,87.1,33.8
Anadia,2022,398.0,216.7,181.3,41.7,83.7,65.7,73.3,133.7,50.9,48.4,65.2,133.4,72.4,27.7
Anadia,2023,506.3,285.0,221.3,63.8,115.3,106.0,94.6,126.6,44.3,57.3,102.8,182.7,85.4,33.8
Anadia,2024,500.8,276.8,224.0,67.3,123.1,103.5,99.2,107.8,36.0,44.8,95.5,210.2,83.3,31.1
Angra do Heroísmo,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angra do Heroísmo,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angra do Heroísmo,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angra do Heroísmo,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angra do Heroísmo,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angra do Heroísmo,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angra do Heroísmo,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angra do Heroísmo,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angra do Heroísmo,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ansião,2016,517.2,299.8,217.3,78.3,91.7,98.9,130.3,118.0,94.5,64.3,118.5,152.3,71.3,16.3
Ansião,2017,381.6,232.4,149.2,47.7,73.3,68.7,98.3,93.6,61.8,45.8,91.3,110.6,61.0,11.2
Ansião,2018,299.0,179.9,119.1,35.5,54.9,49.8,73.3,85.6,45.3,34.5,66.1,99.7,42.8,10.7
Ansião,2019,241.6,142.3,99.3,35.0,35.5,39.3,57.0,74.8,37.7,30.5,55.8,77.3,33.9,6.4
Ansião,2020,257.1,156.9,100.2,38.7,48.5,40.1,53.9,75.9,43.3,29.4,53.9,86.2,37.5,6.8
Ansião,2021,250.4,148.3,102.2,33.8,34.3,34.5,56.4,91.5,38.3,34.8,58.6,79.9,31.4,7.3
Ansião,2022,240.8,138.3,102.5,29.9,29.4,40.7,48.3,92.5,34.9,33.8,55.2,75.6,29.0,12.3
Ansião,2023,249.1,141.0,108.1,33.9,39.5,42.8,49.5,83.4,33.4,30.4,58.0,91.0,26.9,9.3
Ansião,2024,233.9,140.8,93.1,32.7,34.3,36.3,52.1,78.6,24.8,30.8,53.3,89.8,27.8,7.5
Arcos de Valdevez,2016,787.3,423.3,364.1,129.6,137.7,130.1,159.7,230.3,178.6,101.1,174.1,188.4,82.6,62.6
Arcos de Valdevez,2017,623.3,327.9,295.3,85.3,100.6,99.8,122.4,215.3,152.9,75.9,138.8,130.3,67.0,58.3
Arcos de Valdevez,2018,492.2,246.8,245.3,47.8,77.9,76.5,99.2,190.8,126.8,64.8,95.1,104.6,56.2,44.8
Arcos de Valdevez,2019,468.3,245.3,223.1,47.0,69.2,78.6,90.1,183.5,119.6,60.2,98.6,94.3,57.3,38.4
Arcos de Valdevez,2020,542.3,294.6,247.7,65.6,98.4,112.8,100.4,165.1,106.2,63.9,121.4,160.8,60.9,29.0
Arcos de Valdevez,2021,486.7,272.4,214.3,53.4,90.6,112.5,89.9,140.3,81.1,55.5,112.8,145.2,65.6,26.6
Arcos de Valdevez,2022,363.0,204.3,158.8,37.4,64.9,62.0,72.7,126.0,61.3,50.3,72.0,109.8,50.0,19.8
Arcos de Valdevez,2023,382.2,217.3,164.8,47.3,68.7,71.1,85.2,109.9,58.0,45.1,71.2,145.5,43.5,18.9
Arcos de Valdevez,2024,461.2,277.1,184.1,58.2,75.9,84.0,114.9,128.2,59.9,50.8,100.2,187.0,48.8,14.5
Arganil,2016,460.8,224.8,236.0,81.9,74.7,73.7,110.6,119.9,87.8,53.9,102.7,130.8,48.8,36.8
Arganil,2017,442.8,224.7,218.1,70.4,74.8,69.4,103.3,124.8,85.2,52.4,99.5,132.2,42.5,31.0
Arganil,2018,394.6,210.3,184.3,55.8,63.5,59.8,80.3,135.3,82.2,53.2,85.0,101.0,43.0,30.3
Arganil,2019,339.3,182.8,156.5,43.7,52.3,48.8,74.3,120.2,68.3,46.4,75.8,78.0,39.2,31.8
Arganil,2020,373.3,195.4,177.8,49.8,61.3,54.3,79.6,128.3,76.8,54.7,77.6,103.2,32.8,28.3
Arganil,2021,373.3,195.8,177.4,56.3,57.1,59.7,68.5,131.8,75.8,48.6,76.8,106.7,36.3,29.1
Arganil,2022,340.7,170.0,170.7,53.7,54.8,53.9,64.2,114.2,48.3,42.4,70.3,113.6,36.2,30.0
Arganil,2023,320.9,165.2,155.8,41.1,50.7,51.8,63.9,113.5,51.9,38.5,61.6,108.7,33.0,27.3
Arganil,2024,328.1,174.7,153.4,42.0,54.3,50.2,69.9,111.7,52.0,37.7,62.1,116.2,32.0,28.2
Armamar,2016,386.8,206.2,180.6,68.5,71.6,63.9,101.5,81.3,90.0,48.4,74.8,93.3,35.3,45.0
Armamar,2017,348.0,181.0,167.0,54.8,61.5,52.3,92.5,86.9,78.1,53.2,75.8,77.1,26.5,37.3
Armamar,2018,270.6,151.7,118.9,35.5,48.4,41.3,71.7,73.8,62.6,45.7,55.2,54.0,23.2,30.0
Armamar,2019,241.6,134.5,107.1,28.4,44.4,40.1,50.2,78.5,49.1,36.0,46.5,59.8,21.1,29.1
Armamar,2020,259.6,145.8,113.8,31.8,47.2,48.0,50.4,82.2,46.8,40.8,53.6,72.8,21.2,24.5
Armamar,2021,236.0,133.0,103.0,20.2,46.7,41.0,43.6,84.6,49.1,37.9,38.1,58.3,27.8,24.8
Armamar,2022,215.5,117.8,97.8,22.5,36.7,35.3,40.3,80.7,45.5,28.1,38.7,55.5,25.8,21.9
Armamar,2023,216.7,118.7,98.0,24.7,27.6,41.6,44.0,78.8,50.0,30.7,37.7,59.9,19.1,19.3
Armamar,2024,203.6,117.2,86.4,22.0,34.3,39.0,38.0,70.3,39.1,29.7,31.8,62.4,21.3,19.4
Arouca,2016,692.1,397.4,294.7,116.8,130.3,110.6,156.3,178.0,163.2,125.7,133.1,136.9,100.3,32.9
Arouca,2017,533.4,316.8,216.6,68.0,81.2,87.0,105.8,191.5,143.8,102.7,84.4,102.7,68.4,31.5
Arouca,2018,459.4,281.8,177.6,59.9,65.8,76.3,79.5,178.0,117.0,86.5,73.7,98.1,54.8,29.3
Arouca,2019,474.3,292.1,182.3,56.3,73.6,83.5,82.6,178.3,117.5,71.8,82.3,116.3,54.2,32.3
Arouca,2020,565.5,355.9,209.6,79.9,86.4,90.7,102.1,206.4,121.8,95.8,107.3,149.8,63.7,27.1
Arouca,2021,541.1,340.5,200.6,70.3,91.5,85.8,100.7,192.8,111.7,91.7,106.7,144.9,63.2,23.0
Arouca,2022,434.2,270.1,164.1,50.2,61.9,69.7,83.0,169.4,96.5,71.9,81.3,116.9,47.8,19.8
Arouca,2023,433.3,275.0,158.3,51.3,59.9,80.8,78.2,163.1,75.3,77.9,86.7,130.7,45.5,17.2
Arouca,2024,424.3,263.5,160.8,43.2,63.1,62.8,77.2,178.0,77.6,83.1,85.8,114.2,43.8,19.8
Arraiolos,2016,293.9,141.1,152.8,42.1,64.1,59.3,67.5,60.9,56.0,35.0,72.3,82.7,37.1,10.8
Arraiolos,2017,244.3,123.0,121.3,33.2,50.6,44.0,54.3,62.3,49.4,27.1,58.3,65.8,34.3,9.4
Arraiolos,2018,165.0,84.4,80.6,22.8,29.8,30.3,41.1,41.0,36.9,22.2,35.7,40.8,22.1,7.3
Arraiolos,2019,119.3,64.8,54.5,14.1,24.9,25.8,26.5,28.0,23.4,11.1,19.8,41.9,17.8,5.3
Arraiolos,2020,143.8,75.8,68.0,17.7,27.0,30.9,32.8,35.3,22.0,16.9,27.4,52.4,18.2,6.8
Arraiolos,2021,130.4,74.7,55.8,20.2,24.1,26.0,29.3,30.9,20.1,12.3,28.4,44.3,22.4,2.8
Arraiolos,2022,103.3,62.1,41.2,13.3,19.1,24.3,19.4,27.3,12.4,11.2,22.3,34.0,21.4,1.9
Arraiolos,2023,97.3,54.2,43.1,13.1,16.0,23.7,15.2,29.3,9.7,11.3,22.8,33.2,17.9,2.4
Arraiolos,2024,110.3,57.4,52.8,15.9,22.3,20.5,23.5,28.0,10.9,12.6,23.3,40.4,18.8,4.3
Arronches,2016,127.0,59.6,67.4,25.6,27.0,22.2,28.3,23.9,29.3,21.5,23.4,32.7,13.0,7.2
Arronches,2017,102.1,45.9,56.2,22.3,23.1,17.5,20.3,18.8,18.9,16.7,19.0,32.9,8.8,5.8
Arronches,2018,88.6,44.8,43.8,13.7,21.0,17.3,16.6,20.1,19.0,12.0,18.6,21.7,11.1,6.3
Arronches,2019,68.8,39.3,29.5,9.3,15.5,15.4,11.2,17.5,17.1,6.6,12.9,20.0,6.9,5.3
Arronches,2020,77.3,39.6,37.7,10.1,14.1,14.0,19.2,19.9,15.7,7.1,19.5,25.8,4.8,4.5
Arronches,2021,52.8,22.8,30.1,9.7,6.3,8.2,10.1,18.6,10.8,9.4,12.2,14.4,3.5,2.5
Arronches,2022,54.4,29.7,24.8,8.8,9.9,8.8,11.7,15.3,5.8,8.9,10.3,18.1,8.2,3.2
Arronches,2023,57.4,31.9,25.5,5.9,8.4,14.8,12.1,16.3,6.1,9.2,15.6,17.6,7.8,1.2
Arronches,2024,55.1,28.8,26.3,5.9,6.9,15.6,9.9,16.8,4.4,7.3,16.2,15.6,9.8,1.8
Arruda dos Vinhos,2016,384.1,229.7,154.4,39.7,60.1,100.3,100.6,83.4,60.3,54.7,75.4,118.9,67.2,7.6
Arruda dos Vinhos,2017,339.2,204.3,134.8,32.7,45.7,92.3,85.8,82.7,52.3,42.5,66.4,116.0,53.8,8.3
Arruda dos Vinhos,2018,280.7,174.8,105.9,25.8,39.2,68.7,68.4,78.6,44.8,40.8,45.5,96.3,48.0,5.3
Arruda dos Vinhos,2019,252.3,150.6,101.7,21.0,45.5,61.7,63.0,61.1,31.8,40.2,48.5,79.8,47.6,4.3
Arruda dos Vinhos,2020,316.2,188.5,127.7,28.1,55.6,84.3,73.4,74.8,27.9,50.8,68.4,105.1,56.6,7.4
Arruda dos Vinhos,2021,345.8,196.9,148.8,41.4,56.8,93.5,73.4,80.7,29.9,38.5,78.6,127.3,59.3,12.2
Arruda dos Vinhos,2022,288.5,168.2,120.3,27.3,48.3,65.5,73.4,73.9,20.3,37.4,69.3,108.3,39.8,13.3
Arruda dos Vinhos,2023,250.1,140.0,110.1,19.5,46.8,59.3,59.2,65.3,19.2,29.3,59.1,97.4,37.3,7.9
Arruda dos Vinhos,2024,242.4,145.1,97.3,22.5,41.8,56.6,51.8,69.8,18.5,31.3,58.6,84.6,45.4,4.0
Aveiro,2016,3538.2,1958.3,1579.9,390.6,775.0,775.8,753.8,843.1,545.3,504.1,683.1,795.1,718.0,292.6
Aveiro,2017,2817.2,1549.8,1267.4,292.3,583.9,602.5,581.0,757.5,401.6,360.8,513.4,654.0,605.8,281.5
Aveiro,2018,2361.8,1323.9,1037.9,221.3,481.3,522.1,467.3,669.9,351.6,279.9,399.4,565.3,526.4,239.3
Aveiro,2019,2353.8,1313.8,1040.0,228.4,470.8,529.3,473.6,651.8,280.1,287.1,415.7,618.3,502.6,250.2
Aveiro,2020,2781.0,1522.9,1258.1,301.2,601.2,635.2,527.3,716.3,316.5,331.3,492.2,804.0,550.1,287.0
Aveiro,2021,2479.1,1403.2,1075.9,240.3,481.4,550.3,485.7,721.5,296.6,295.3,413.8,703.7,515.9,253.8
Aveiro,2022,1922.8,1058.7,864.2,211.3,376.8,403.1,358.6,573.1,175.5,240.0,290.8,582.5,378.8,255.2
Aveiro,2023,2021.6,1127.2,894.4,231.3,454.8,448.8,375.3,511.6,153.3,208.1,300.8,795.1,366.8,197.5
Aveiro,2024,2287.3,1248.1,1039.2,288.1,522.8,543.3,429.9,503.1,175.6,203.8,333.5,1050.3,389.0,135.1
Avis,2016,224.3,113.8,110.5,41.6,45.8,52.1,47.1,37.7,54.7,29.8,40.9,31.3,14.6,52.9
Avis,2017,185.1,106.5,78.6,35.0,36.3,36.7,42.2,35.0,41.5,24.1,24.5,39.6,13.3,42.1
Avis,2018,133.8,78.3,55.5,24.3,23.8,27.1,26.8,31.8,26.0,23.0,18.3,28.9,9.8,27.8
Avis,2019,106.8,64.0,42.8,17.9,18.3,20.2,23.2,27.3,16.8,19.0,19.5,25.7,10.7,15.2
Avis,2020,165.6,103.7,61.9,31.0,41.1,29.6,28.5,35.4,22.0,26.1,26.8,42.0,11.8,36.9
Avis,2021,182.8,111.7,71.1,34.5,42.4,32.0,32.3,41.6,31.2,23.7,35.2,43.5,11.8,37.4
Avis,2022,143.0,81.8,61.2,23.8,33.9,25.0,25.8,34.4,24.7,17.0,21.7,33.3,7.0,39.4
Avis,2023,141.6,82.8,58.8,20.9,39.4,25.3,26.4,29.6,21.3,19.1,22.1,32.1,8.3,38.8
Avis,2024,132.1,75.6,56.5,18.3,34.3,22.6,27.9,29.0,17.3,14.9,19.7,31.4,10.4,38.4
Azambuja,2016,677.3,356.5,320.8,70.0,131.8,173.2,152.3,150.2,132.1,102.8,133.3,185.3,70.3,53.7
Azambuja,2017,531.5,278.3,253.3,54.3,92.5,137.8,118.7,128.2,101.3,82.6,106.0,144.9,52.7,44.1
Azambuja,2018,429.1,225.7,203.4,52.4,83.8,86.9,92.5,113.5,87.4,57.9,89.1,113.3,43.3,38.2
Azambuja,2019,398.7,214.3,184.3,44.7,69.4,97.3,94.8,92.5,70.3,59.6,83.7,106.7,40.9,37.5
Azambuja,2020,570.7,325.0,245.7,71.8,119.0,136.3,121.3,122.3,88.3,76.3,134.8,169.0,62.6,39.7
Azambuja,2021,616.6,342.3,274.3,79.2,126.3,146.0,115.8,149.3,106.7,85.4,134.7,173.3,54.8,61.7
Azambuja,2022,567.7,321.4,246.3,66.3,126.7,124.9,103.9,145.8,85.5,79.8,105.8,150.9,43.8,101.9
Azambuja,2023,531.7,284.7,247.0,66.2,119.5,104.8,105.6,135.7,60.8,71.2,112.3,178.2,39.1,70.1
Azambuja,2024,591.8,337.9,253.9,66.6,152.1,123.4,119.8,129.9,48.3,66.2,128.2,235.3,47.6,66.3
Baião,2016,1683.6,1035.7,647.9,248.8,310.6,307.7,426.3,390.3,528.6,228.3,332.3,339.6,97.1,157.8
Baião,2017,1418.9,927.2,491.8,203.9,238.3,259.7,342.4,374.6,436.5,177.0,265.7,317.3,82.3,140.1
Baião,2018,1109.3,735.3,374.0,146.7,182.8,198.7,275.1,306.1,325.4,151.8,219.5,237.3,60.5,114.8
Baião,2019,996.5,683.1,313.4,127.5,157.3,187.6,232.8,291.3,290.8,139.2,175.8,251.6,48.9,90.3
Baião,2020,1146.6,795.5,351.1,135.8,193.1,208.2,272.3,337.2,303.4,175.8,230.4,297.0,51.7,88.3
Baião,2021,1072.4,767.3,305.1,129.8,160.7,188.3,246.3,347.3,278.1,153.9,219.8,280.7,60.9,79.1
Baião,2022,952.6,679.4,273.2,115.1,121.1,166.5,204.3,345.6,261.3,129.1,176.8,257.4,49.7,78.3
Baião,2023,867.8,619.9,247.8,93.6,118.2,133.0,184.9,338.1,237.2,122.3,157.6,229.2,42.4,79.1
Baião,2024,866.5,601.9,264.6,106.1,120.2,141.7,171.6,327.0,212.5,119.4,138.8,269.8,46.2,79.9
Barcelos,2016,3904.1,1954.8,1949.3,656.3,745.3,670.8,807.3,1024.3,909.3,646.7,671.8,898.2,638.1,140.1
Barcelos,2017,3050.6,1577.0,1473.6,459.9,588.4,513.2,558.3,930.8,684.7,446.5,521.6,727.8,557.9,112.1
Barcelos,2018,2396.8,1249.6,1147.3,302.6,459.7,425.5,413.6,795.5,539.0,361.3,394.7,574.2,442.8,85.0
Barcelos,2019,2214.2,1152.5,1061.7,276.0,406.9,370.8,420.8,739.7,466.0,345.8,369.9,579.7,377.3,75.4
Barcelos,2020,2765.5,1559.2,1206.3,365.7,540.3,491.3,533.5,834.8,494.2,470.4,489.2,806.5,423.0,82.3
Barcelos,2021,2476.3,1414.5,1061.8,277.2,441.6,415.0,482.2,860.3,477.0,414.9,448.3,675.4,387.4,73.3
Barcelos,2022,2080.4,1182.2,898.3,226.7,347.0,345.0,395.8,765.9,389.8,331.5,354.0,599.4,341.9,63.8
Barcelos,2023,2163.4,1251.7,911.8,240.1,377.0,382.8,390.1,773.4,363.5,347.8,356.3,707.4,320.6,67.8
Barcelos,2024,2504.3,1472.5,1031.8,306.9,468.5,443.3,462.6,823.0,350.4,427.3,404.4,884.3,366.1,71.8
Barrancos,2016,205.8,129.6,76.3,22.9,39.7,39.9,65.9,37.4,29.4,35.7,41.9,86.6,4.0,8.3
Barrancos,2017,171.6,103.1,68.5,24.4,29.8,32.4,56.4,28.5,26.3,32.3,26.5,72.3,4.8,9.3
Barrancos,2018,127.3,74.3,53.1,19.4,20.2,22.8,41.1,23.8,15.6,28.2,22.1,49.9,3.1,8.5
Barrancos,2019,92.2,57.3,34.8,13.5,11.5,23.5,24.8,18.9,12.1,16.6,14.7,34.8,4.5,9.5
Barrancos,2020,90.2,46.4,43.8,19.2,12.6,19.5,20.4,18.5,11.3,13.8,14.9,38.8,3.3,8.2
Barrancos,2021,92.9,60.8,32.2,17.4,14.8,19.1,21.7,20.0,7.8,10.6,19.8,44.0,2.9,7.8
Barrancos,2022,76.9,53.3,23.7,13.9,10.9,13.6,17.3,21.3,8.7,10.0,15.0,30.2,5.0,8.1
Barrancos,2023,75.1,50.2,24.9,10.8,14.6,15.7,15.3,18.7,7.3,11.6,11.6,32.9,4.3,7.5
Barrancos,2024,67.1,38.5,28.6,11.4,9.9,13.7,13.8,18.3,7.9,7.3,11.9,27.8,4.3,7.8
Barreiro,2016,4380.8,2221.4,2159.3,480.9,839.6,1104.8,1006.4,949.0,699.2,714.1,961.8,1226.6,442.3,336.9
Barreiro,2017,3830.1,1989.9,1840.2,409.5,718.8,934.8,862.8,904.2,590.3,633.9,828.7,1078.8,388.5,310.0
Barreiro,2018,3216.6,1723.6,1493.0,328.8,580.5,727.6,722.7,857.0,499.7,552.8,682.6,893.9,302.9,284.7
Barreiro,2019,2878.9,1586.5,1292.4,289.5,518.3,612.8,663.7,794.8,407.8,478.2,611.8,865.7,289.3,226.2
Barreiro,2020,3444.7,1857.0,1587.7,378.1,752.1,768.5,725.0,821.0,402.9,536.5,765.8,1180.1,327.3,232.2
Barreiro,2021,3442.7,1895.7,1547.0,348.0,747.7,738.1,759.6,849.3,394.3,533.6,789.3,1168.1,289.3,268.2
Barreiro,2022,2780.8,1546.7,1234.2,271.8,568.7,572.3,633.2,734.9,294.2,436.1,615.3,930.2,223.2,281.9
Barreiro,2023,2837.4,1520.3,1317.1,322.8,618.8,619.8,617.5,658.5,274.8,409.5,590.1,1095.4,248.8,218.9
Barreiro,2024,3104.4,1720.3,1384.1,373.1,728.8,698.6,635.1,668.8,274.6,436.7,596.7,1312.7,268.5,215.3
Batalha,2016,441.0,260.5,180.5,59.0,85.0,98.3,87.5,111.3,87.4,47.3,79.9,103.7,92.3,30.3
Batalha,2017,352.1,212.8,139.3,46.8,71.7,73.0,68.3,92.3,63.9,40.1,61.5,81.1,78.3,27.3
Batalha,2018,263.3,167.0,96.3,38.0,43.8,57.3,55.9,68.3,43.1,29.2,45.1,64.0,57.8,24.2
Batalha,2019,237.9,158.7,79.3,34.6,33.3,49.4,49.6,71.1,37.3,28.4,50.0,66.1,43.9,12.3
Batalha,2020,324.3,209.1,115.2,44.8,58.9,71.4,72.0,77.1,39.2,40.7,62.8,103.6,64.5,13.5
Batalha,2021,284.8,184.5,100.3,38.5,41.8,59.1,59.0,86.4,35.1,39.5,50.1,84.9,60.8,14.3
Batalha,2022,243.1,152.8,90.3,35.1,34.1,42.5,51.8,79.6,28.2,33.3,37.3,71.5,46.4,26.4
Batalha,2023,284.0,174.8,109.2,35.3,48.8,48.8,57.2,94.1,37.7,39.8,41.6,89.3,46.3,29.3
Batalha,2024,274.4,169.6,104.8,25.8,52.7,48.9,57.8,89.3,33.4,38.4,37.7,90.6,44.8,29.6
Beja,2016,1794.1,933.4,860.7,227.8,446.4,481.2,361.7,277.0,215.3,223.9,354.1,466.8,269.9,264.1
Beja,2017,1433.9,776.8,657.2,198.7,348.8,357.4,277.8,251.3,163.0,160.5,252.2,386.1,223.5,248.7
Beja,2018,1212.1,651.4,560.7,167.8,290.5,298.5,237.4,217.9,139.5,166.1,215.1,301.6,161.4,228.4
Beja,2019,1052.5,578.7,473.8,157.0,219.6,259.4,212.5,204.0,129.7,142.9,184.4,238.1,131.1,226.3
Beja,2020,1225.9,609.0,616.9,197.1,268.5,289.5,243.8,227.0,138.5,171.4,217.3,291.5,144.3,262.9
Beja,2021,1159.4,611.2,548.3,189.0,252.3,237.4,233.3,247.5,154.7,154.5,214.8,276.1,152.0,207.3
Beja,2022,1011.4,518.5,492.9,161.0,230.3,215.8,197.0,207.4,116.5,115.0,166.9,237.8,121.6,253.7
Beja,2023,1132.6,539.6,593.0,182.3,277.3,229.3,225.2,218.5,132.3,128.8,213.4,269.8,107.5,280.8
Beja,2024,1236.7,602.0,634.7,210.2,291.2,268.3,230.7,236.3,162.8,152.1,223.3,295.3,122.3,280.8
Belmonte,2016,403.9,201.1,202.8,49.6,78.6,88.3,92.1,95.4,99.2,71.0,72.2,97.8,34.5,29.3
Belmonte,2017,355.3,185.3,169.9,48.8,72.6,79.1,73.1,81.7,81.7,57.8,62.8,93.1,32.4,27.5
Belmonte,2018,270.1,145.8,124.3,28.8,50.4,56.8,61.3,72.9,61.8,39.4,49.1,74.6,23.5,21.7
Belmonte,2019,232.2,123.5,108.7,23.5,42.3,45.0,47.9,73.4,51.8,32.8,47.7,57.3,20.6,21.9
Belmonte,2020,224.8,127.6,97.2,23.0,42.6,48.9,44.3,66.0,40.5,37.7,41.7,68.8,21.8,14.4
Belmonte,2021,243.8,139.7,104.1,23.3,33.7,44.7,53.3,88.8,50.5,38.4,50.7,66.9,21.2,16.1
Belmonte,2022,189.5,106.3,83.3,17.6,27.7,32.8,41.4,70.0,37.2,29.1,43.2,49.8,16.0,14.3
Belmonte,2023,194.3,109.1,85.3,19.9,30.3,35.7,35.8,72.6,39.2,28.5,41.5,55.0,16.8,13.3
Belmonte,2024,203.1,103.8,99.3,21.2,31.8,41.3,39.8,69.1,32.6,26.2,44.3,67.5,19.2,13.3
Benavente,2016,1480.3,781.0,699.3,201.0,280.5,362.9,334.6,301.3,250.8,270.0,333.3,386.8,138.0,101.4
Benavente,2017,1246.1,680.1,566.0,164.8,245.7,299.2,268.9,267.6,212.5,216.8,264.5,333.7,114.9,103.8
Benavente,2018,1092.0,627.9,464.1,129.9,221.0,249.6,234.2,257.3,186.2,178.3,230.0,295.0,97.2,105.4
Benavente,2019,968.1,540.8,427.3,129.7,198.8,196.8,203.8,239.0,165.6,157.4,211.3,261.3,84.5,87.9
